participant,Practice,Block,taskNr,size1,size2,Position,orientation,method,estimateRatio-Percentage,time,ParticipantAngle,condition,totaltime,code
7,false,1,8,0.48,1.00,2,vertical,ratioPercentage,40,7.352623,171.495,position2-vertical,7361,0.48
7,false,1,9,0.58,1.00,2,vertical,ratioPercentage,54,8.720657,171.5306,position2-vertical,8723.586,0.58
7,false,1,10,0.38,1.00,1,vertical,ratioPercentage,35,5.21447,165.4798,position1-vertical,5216.031,0.38
7,false,1,11,0.48,1.00,1,vertical,ratioPercentage,50,6.761322,165.4829,position1-vertical,6769.07,0.48
7,false,1,12,0.28,1.00,2,vertical,ratioPercentage,27,9.623512,171.6117,position2-vertical,9628.867,0.28
7,false,1,13,0.88,1.00,2,vertical,ratioPercentage,83,9.641174,171.847,position2-vertical,9651,0.88
7,false,1,14,0.48,1.00,0,vertical,ratioPercentage,46,7.124512,97.19141,position0-vertical,7561.109,0.48
7,false,1,15,0.78,1.00,0,vertical,ratioPercentage,77,8.603455,96.79917,position0-vertical,8612.281,0.78
7,false,1,16,0.78,1.00,2,vertical,ratioPercentage,70,7.746002,171.8592,position2-vertical,8153.656,0.78
7,false,1,17,0.18,1.00,1,vertical,ratioPercentage,20,8.613754,165.8487,position1-vertical,8623.297,0.18
7,false,1,18,0.38,1.00,2,vertical,ratioPercentage,43,6.604233,171.7834,position2-vertical,6612.703,0.38
7,false,1,19,0.68,1.00,2,vertical,ratioPercentage,62,5.43251,171.8164,position2-vertical,5439.391,0.68
7,false,1,20,0.18,1.00,0,vertical,ratioPercentage,17,16.76083,99.12621,position0-vertical,17995,0.18
7,false,1,21,0.58,1.00,1,vertical,ratioPercentage,61,3.843048,170.0099,position1-vertical,5115.531,0.58
7,false,1,22,0.68,1.00,1,vertical,ratioPercentage,65,5.23732,169.5232,position1-vertical,5238.734,0.68
7,false,1,23,0.68,1.00,0,vertical,ratioPercentage,75,6.30687,96.44065,position0-vertical,6958.438,0.68
7,false,2,0,0.78,1.00,2,horizontal,ratioPercentage,85,9.876495,173.8817,position2-horizontal,9885.594,0.78
7,false,2,1,0.68,1.00,1,horizontal,ratioPercentage,73,8.699768,169.7988,position1-horizontal,8701.063,0.68
7,false,2,2,0.28,1.00,1,horizontal,ratioPercentage,24,5.316574,169.4016,position1-horizontal,5316.797,0.28
7,false,2,3,0.88,1.00,0,horizontal,ratioPercentage,90,8.900421,67.42731,position0-horizontal,9617.172,0.88
7,false,2,4,0.48,1.00,2,horizontal,ratioPercentage,45,4.795868,173.7996,position2-horizontal,5484.359,0.48
7,false,2,5,0.38,1.00,1,horizontal,ratioPercentage,32,4.9664,168.6387,position1-horizontal,4970.5,0.38
7,false,2,6,0.38,1.00,0,horizontal,ratioPercentage,46,9.106323,70.7504,position0-horizontal,9651.031,0.38
7,false,2,7,0.58,1.00,2,horizontal,ratioPercentage,47,5.983765,173.8725,position2-horizontal,6266.344,0.58
7,false,2,8,0.28,1.00,0,horizontal,ratioPercentage,25,10.67505,73.48779,position0-horizontal,11046.84,0.28
7,false,2,9,0.28,1.00,2,horizontal,ratioPercentage,20,6.824188,173.8649,position2-horizontal,7204.719,0.28
7,false,2,10,0.68,1.00,2,horizontal,ratioPercentage,75,8.222931,173.717,position2-horizontal,8232.031,0.68
7,false,2,11,0.58,1.00,1,horizontal,ratioPercentage,63,5.295563,168.8902,position1-horizontal,5305.969,0.58
7,false,2,12,0.58,1.00,0,horizontal,ratioPercentage,67,4.856689,67.55681,position0-horizontal,5383.375,0.58
7,false,2,13,0.48,1.00,1,horizontal,ratioPercentage,52,4.684082,169.1008,position1-horizontal,5194.063,0.48
7,false,2,14,0.18,1.00,1,horizontal,ratioPercentage,10,7.333832,168.8557,position1-horizontal,7338.625,0.18
7,false,2,15,0.68,1.00,0,horizontal,ratioPercentage,70,5.097107,69.13596,position0-horizontal,5663.313,0.68
7,false,2,16,0.88,1.00,1,horizontal,ratioPercentage,90,6.970245,168.7334,position1-horizontal,7362,0.88
7,false,2,17,0.78,1.00,0,horizontal,ratioPercentage,80,12.8291,60.87072,position0-horizontal,13458.84,0.78
7,false,2,18,0.88,1.00,2,horizontal,ratioPercentage,95,7.984772,173.868,position2-horizontal,8544.563,0.88
7,false,2,19,0.48,1.00,0,horizontal,ratioPercentage,44,8.220459,67.7278,position0-horizontal,8935.688,0.48
7,false,2,20,0.78,1.00,1,horizontal,ratioPercentage,86,7.819244,168.5895,position1-horizontal,8165.469,0.78
7,false,2,21,0.38,1.00,2,horizontal,ratioPercentage,30,5.403137,173.727,position2-horizontal,5406.094,0.38
7,false,2,22,0.18,1.00,2,horizontal,ratioPercentage,10,11.80969,174.1306,position2-horizontal,11817.66,0.18
7,false,2,23,0.18,1.00,0,horizontal,ratioPercentage,15,8.769348,94.15327,position0-horizontal,9304.125,0.18
8,false,1,0,0.38,1.00,1,horizontal,ratioPercentage,24,11.68636,162.984,position1-horizontal,12074.53,0.38
8,false,1,1,0.88,1.00,1,horizontal,ratioPercentage,90,10.31845,163.1506,position1-horizontal,10320.98,0.88
8,false,1,2,0.88,1.00,0,horizontal,ratioPercentage,90,13.52498,81.12917,position0-horizontal,13906.53,0.88
8,false,1,3,0.68,1.00,1,horizontal,ratioPercentage,84,14.68033,162.6282,position1-horizontal,14788.69,0.68
8,false,1,4,0.68,1.00,0,horizontal,ratioPercentage,70,27.81812,87.8904,position0-horizontal,28204.44,0.68
8,false,1,5,0.28,1.00,2,horizontal,ratioPercentage,15,6.677185,170.6352,position2-horizontal,7092.406,0.28
8,false,1,6,0.28,1.00,1,horizontal,ratioPercentage,20,7.248383,163.591,position1-horizontal,7249,0.28
8,false,1,7,0.18,1.00,2,horizontal,ratioPercentage,10,8.180206,169.7188,position2-horizontal,8187.375,0.18
8,false,1,8,0.58,1.00,2,horizontal,ratioPercentage,50,6.906097,170.0883,position2-horizontal,6914.781,0.58
8,false,1,9,0.18,1.00,0,horizontal,ratioPercentage,17,7.190582,91.39679,position0-horizontal,7628.906,0.18
8,false,1,10,0.38,1.00,0,horizontal,ratioPercentage,35,9.335815,89.4079,position0-horizontal,9345.219,0.38
8,false,1,11,0.58,1.00,0,horizontal,ratioPercentage,55,6.715515,87.75753,position0-horizontal,6724.156,0.58
8,false,1,12,0.88,1.00,2,horizontal,ratioPercentage,90,7.919556,170.0493,position2-horizontal,8415.156,0.88
8,false,1,13,0.68,1.00,2,horizontal,ratioPercentage,85,9.647888,170.2555,position2-horizontal,9650.563,0.68
8,false,1,14,0.38,1.00,2,horizontal,ratioPercentage,20,7.543488,171.1506,position2-horizontal,7551.156,0.38
8,false,1,15,0.28,1.00,0,horizontal,ratioPercentage,25,6.870544,61.59001,position0-horizontal,7327.063,0.28
8,false,1,16,0.78,1.00,2,horizontal,ratioPercentage,84,9.265198,170.4942,position2-horizontal,9550.219,0.78
8,false,1,17,0.78,1.00,0,horizontal,ratioPercentage,75,6.590363,92.81656,position0-horizontal,6925.156,0.78
8,false,1,18,0.18,1.00,1,horizontal,ratioPercentage,8,7.855469,163.3315,position1-horizontal,8165.094,0.18
8,false,1,19,0.78,1.00,1,horizontal,ratioPercentage,90,7.260529,163.5892,position1-horizontal,7260.625,0.78
8,false,1,20,0.48,1.00,1,horizontal,ratioPercentage,35,4.037018,163.8638,position1-horizontal,4043.156,0.48
8,false,1,21,0.58,1.00,1,horizontal,ratioPercentage,55,3.634064,162.8086,position1-horizontal,3641.469,0.58
8,false,1,22,0.48,1.00,0,horizontal,ratioPercentage,45,5.308411,92.21287,position0-horizontal,5729.938,0.48
8,false,1,23,0.48,1.00,2,horizontal,ratioPercentage,38,7.337921,170.5856,position2-horizontal,7696.156,0.48
8,false,2,0,0.88,1.00,0,vertical,ratioPercentage,90,7.343933,96.36909,position0-vertical,7349.844,0.88
8,false,2,1,0.28,1.00,1,vertical,ratioPercentage,20,7.105225,163.6705,position1-vertical,7439.094,0.28
8,false,2,2,0.38,1.00,1,vertical,ratioPercentage,28,11.13062,164.1319,position1-vertical,11136.5,0.38
8,false,2,3,0.18,1.00,1,vertical,ratioPercentage,14,10.78705,164.1812,position1-vertical,10789.75,0.18
8,false,2,4,0.78,1.00,2,vertical,ratioPercentage,76,5.437958,170.8776,position2-vertical,5439.813,0.78
8,false,2,5,0.48,1.00,1,vertical,ratioPercentage,45,2.89859,163.8734,position1-vertical,2905.094,0.48
8,false,2,6,0.58,1.00,1,vertical,ratioPercentage,52,4.428955,163.9359,position1-vertical,4430.344,0.58
8,false,2,7,0.58,1.00,0,vertical,ratioPercentage,51,7.96463,97.96783,position0-vertical,8291.219,0.58
8,false,2,8,0.48,1.00,2,vertical,ratioPercentage,47,3.507141,170.1526,position2-vertical,3798.063,0.48
8,false,2,9,0.68,1.00,1,vertical,ratioPercentage,70,6.965637,163.1894,position1-vertical,6969.625,0.68
8,false,2,10,0.48,1.00,0,vertical,ratioPercentage,43,10.51147,96.82117,position0-vertical,10801.38,0.48
8,false,2,11,0.68,1.00,2,vertical,ratioPercentage,68,6.803772,170.2425,position2-vertical,7025.625,0.68
8,false,2,12,0.28,1.00,0,vertical,ratioPercentage,22,11.30658,96.85147,position0-vertical,11602.81,0.28
8,false,2,13,0.38,1.00,0,vertical,ratioPercentage,35,5.29248,98.1912,position0-vertical,5297.063,0.38
8,false,2,14,0.88,1.00,1,vertical,ratioPercentage,90,7.846619,162.8757,position1-vertical,8109.688,0.88
8,false,2,15,0.18,1.00,2,vertical,ratioPercentage,17,12.73578,171.2404,position2-vertical,12744.69,0.18
8,false,2,16,0.88,1.00,2,vertical,ratioPercentage,86,7.374634,170.7244,position2-vertical,7383.313,0.88
8,false,2,17,0.78,1.00,0,vertical,ratioPercentage,85,9.024292,94.87048,position0-vertical,9438.5,0.78
8,false,2,18,0.58,1.00,2,vertical,ratioPercentage,50,4.817688,170.705,position2-vertical,5104.563,0.58
8,false,2,19,0.38,1.00,2,vertical,ratioPercentage,38,5.710938,171.1126,position2-vertical,5715.438,0.38
8,false,2,20,0.28,1.00,2,vertical,ratioPercentage,26,6.638245,170.9953,position2-vertical,6638.438,0.28
8,false,2,21,0.78,1.00,1,vertical,ratioPercentage,80,7.510864,164.0109,position1-vertical,7517.063,0.78
8,false,2,22,0.68,1.00,0,vertical,ratioPercentage,75,7.027588,95.39513,position0-vertical,7394.5,0.68
8,false,2,23,0.18,1.00,0,vertical,ratioPercentage,20,10.37103,94.95192,position0-vertical,10376.75,0.18
9,false,1,0,0.68,1.00,1,vertical,ratioPercentage,75,6.759804,164.0361,position1-vertical,6769.195,0.68
9,false,1,1,0.48,1.00,2,vertical,ratioPercentage,50,2.842117,170.4173,position2-vertical,2848.984,0.48
9,false,1,2,0.78,1.00,1,vertical,ratioPercentage,75,10.93208,163.713,position1-vertical,10934.42,0.78
9,false,1,3,0.88,1.00,1,vertical,ratioPercentage,85,8.800797,163.7935,position1-vertical,8802.031,0.88
9,false,1,4,0.58,1.00,0,vertical,ratioPercentage,50,10.07886,97.67107,position0-vertical,10644.73,0.58
9,false,1,5,0.38,1.00,1,vertical,ratioPercentage,40,8.469986,165.5352,position1-vertical,8868.906,0.38
9,false,1,6,0.88,1.00,2,vertical,ratioPercentage,85,7.632172,171.487,position2-vertical,7639.969,0.88
9,false,1,7,0.28,1.00,0,vertical,ratioPercentage,25,8.657913,96.54179,position0-vertical,9103.516,0.28
9,false,1,8,0.58,1.00,2,vertical,ratioPercentage,50,3.131821,170.7544,position2-vertical,3540.578,0.58
9,false,1,9,0.18,1.00,0,vertical,ratioPercentage,12,23.34592,95.08356,position0-vertical,23825.2,0.18
9,false,1,10,0.18,1.00,1,vertical,ratioPercentage,15,9.017197,164.0896,position1-vertical,9260.172,0.18
9,false,1,11,0.38,1.00,0,vertical,ratioPercentage,35,10.94522,94.8823,position0-vertical,11694.7,0.38
9,false,1,12,0.18,1.00,2,vertical,ratioPercentage,12,12.58083,170.4078,position2-vertical,13124.47,0.18
9,false,1,13,0.48,1.00,0,vertical,ratioPercentage,50,2.496399,92.12599,position0-vertical,2948.922,0.48
9,false,1,14,0.28,1.00,1,vertical,ratioPercentage,25,5.460373,163.7562,position1-vertical,5841.75,0.28
9,false,1,15,0.78,1.00,0,vertical,ratioPercentage,75,9.056061,97.0178,position0-vertical,9662.359,0.78
9,false,1,16,0.68,1.00,0,vertical,ratioPercentage,70,8.455933,101.4385,position0-vertical,8466.531,0.68
9,false,1,17,0.38,1.00,2,vertical,ratioPercentage,40,5.151672,170.1457,position2-vertical,5551.281,0.38
9,false,1,18,0.68,1.00,2,vertical,ratioPercentage,70,7.178772,170.1923,position2-vertical,7182.688,0.68
9,false,1,19,0.78,1.00,2,vertical,ratioPercentage,80,7.518188,170.2516,position2-vertical,7528.281,0.78
9,false,1,20,0.88,1.00,0,vertical,ratioPercentage,80,11.50284,97.51449,position0-vertical,11918,0.88
9,false,1,21,0.48,1.00,1,vertical,ratioPercentage,50,2.986969,163.7245,position1-vertical,3339.688,0.48
9,false,1,22,0.58,1.00,1,vertical,ratioPercentage,55,7.426086,163.6298,position1-vertical,7427.969,0.58
9,false,1,23,0.28,1.00,2,vertical,ratioPercentage,25,4.527618,170.4413,position2-vertical,4534.906,0.28
9,false,2,0,0.48,1.00,0,horizontal,ratioPercentage,50,3.165649,88.5953,position0-horizontal,3686.031,0.48
9,false,2,1,0.58,1.00,1,horizontal,ratioPercentage,50,3.64267,162.0691,position1-horizontal,4032.594,0.58
9,false,2,2,0.18,1.00,0,horizontal,ratioPercentage,20,12.93607,87.77548,position0-horizontal,13515.63,0.18
9,false,2,3,0.28,1.00,1,horizontal,ratioPercentage,15,7.331329,162.8833,position1-horizontal,7684.125,0.28
9,false,2,4,0.18,1.00,2,horizontal,ratioPercentage,10,7.906464,170.2347,position2-horizontal,7908.469,0.18
9,false,2,5,0.28,1.00,0,horizontal,ratioPercentage,25,5.605255,87.74254,position0-horizontal,6087.688,0.28
9,false,2,6,0.18,1.00,1,horizontal,ratioPercentage,15,5.715118,163.0937,position1-horizontal,6109.875,0.18
9,false,2,7,0.38,1.00,0,horizontal,ratioPercentage,40,9.255249,87.54835,position0-horizontal,9740.094,0.38
9,false,2,8,0.48,1.00,2,horizontal,ratioPercentage,46,3.587128,170.0288,position2-horizontal,3943,0.48
9,false,2,9,0.58,1.00,2,horizontal,ratioPercentage,55,3.628326,170.0826,position2-horizontal,3630.094,0.58
9,false,2,10,0.38,1.00,2,horizontal,ratioPercentage,20,6.484558,170.018,position2-horizontal,6489.563,0.38
9,false,2,11,0.88,1.00,0,horizontal,ratioPercentage,85,7.795746,83.26258,position0-horizontal,8466.75,0.88
9,false,2,12,0.58,1.00,0,horizontal,ratioPercentage,60,5.893372,85.0878,position0-horizontal,5897.625,0.58
9,false,2,13,0.38,1.00,1,horizontal,ratioPercentage,40,3.190582,163.0949,position1-horizontal,3641.656,0.38
9,false,2,14,0.68,1.00,0,horizontal,ratioPercentage,65,5.55603,86.28724,position0-horizontal,6143.25,0.68
9,false,2,15,0.48,1.00,1,horizontal,ratioPercentage,50,2.359222,162.5779,position1-horizontal,2703.188,0.48
9,false,2,16,0.78,1.00,2,horizontal,ratioPercentage,85,6.370453,169.9832,position2-horizontal,6377.875,0.78
9,false,2,17,0.68,1.00,2,horizontal,ratioPercentage,90,7.945862,170.0572,position2-horizontal,7953.188,0.68
9,false,2,18,0.78,1.00,0,horizontal,ratioPercentage,80,6.269989,86.03953,position0-horizontal,6735.25,0.78
9,false,2,19,0.28,1.00,2,horizontal,ratioPercentage,10,6.159882,170.1672,position2-horizontal,6578.781,0.28
9,false,2,20,0.68,1.00,1,horizontal,ratioPercentage,80,4.953094,162.7154,position1-horizontal,4959.875,0.68
9,false,2,21,0.88,1.00,2,horizontal,ratioPercentage,90,6.699707,169.8106,position2-horizontal,6702.188,0.88
9,false,2,22,0.78,1.00,1,horizontal,ratioPercentage,90,6.31012,162.5059,position1-horizontal,6310.375,0.78
9,false,2,23,0.88,1.00,1,horizontal,ratioPercentage,91,7.348877,162.5374,position1-horizontal,7349.906,0.88
10,false,1,0,0.68,1.00,0,horizontal,ratioPercentage,75,10.41507,78.4019,position0-horizontal,10835.42,0.68
10,false,1,1,0.88,1.00,1,horizontal,ratioPercentage,95,8.688156,164.4463,position1-horizontal,9073.078,0.88
10,false,1,2,0.78,1.00,1,horizontal,ratioPercentage,80,6.042221,164.2075,position1-horizontal,6042.953,0.78
10,false,1,3,0.28,1.00,1,horizontal,ratioPercentage,15,10.69844,164.3308,position1-horizontal,10700.66,0.28
10,false,1,4,0.68,1.00,2,horizontal,ratioPercentage,61,8.040588,171.1302,position2-horizontal,8042.141,0.68
10,false,1,5,0.58,1.00,0,horizontal,ratioPercentage,59,11.99512,78.8942,position0-horizontal,12443.42,0.58
10,false,1,6,0.48,1.00,0,horizontal,ratioPercentage,45,11.03079,80.01682,position0-horizontal,11035.69,0.48
10,false,1,7,0.28,1.00,0,horizontal,ratioPercentage,21,10.95491,79.89247,position0-horizontal,10957.45,0.28
10,false,1,8,0.58,1.00,1,horizontal,ratioPercentage,61,3.028152,164.4409,position1-horizontal,3306.578,0.58
10,false,1,9,0.48,1.00,2,horizontal,ratioPercentage,32,3.714279,171.1855,position2-horizontal,3719.453,0.48
10,false,1,10,0.28,1.00,2,horizontal,ratioPercentage,12,7.788513,170.9367,position2-horizontal,7796.469,0.28
10,false,1,11,0.78,1.00,0,horizontal,ratioPercentage,85,9.999115,79.23763,position0-horizontal,10488.36,0.78
10,false,1,12,0.38,1.00,1,horizontal,ratioPercentage,25,9.247101,164.6909,position1-horizontal,9692.438,0.38
10,false,1,13,0.18,1.00,0,horizontal,ratioPercentage,17,8.284851,80.69904,position0-horizontal,8704.406,0.18
10,false,1,14,0.18,1.00,2,horizontal,ratioPercentage,13,5.827423,171.3461,position2-horizontal,6009.25,0.18
10,false,1,15,0.88,1.00,2,horizontal,ratioPercentage,90,7.422211,171.2472,position2-horizontal,7428.125,0.88
10,false,1,16,0.88,1.00,0,horizontal,ratioPercentage,91,7.732697,79.78429,position0-horizontal,8343.813,0.88
10,false,1,17,0.38,1.00,2,horizontal,ratioPercentage,23,7.485779,171.2321,position2-horizontal,7930.875,0.38
10,false,1,18,0.48,1.00,1,horizontal,ratioPercentage,43,6.12561,164.3419,position1-horizontal,6128.719,0.48
10,false,1,19,0.68,1.00,1,horizontal,ratioPercentage,73,5.044708,164.3234,position1-horizontal,5052.406,0.68
10,false,1,20,0.38,1.00,0,horizontal,ratioPercentage,36,7.326324,79.19803,position0-horizontal,7803.844,0.38
10,false,1,21,0.58,1.00,2,horizontal,ratioPercentage,50,10.02759,171.0832,position2-horizontal,10034.63,0.58
10,false,1,22,0.78,1.00,2,horizontal,ratioPercentage,77,4.472748,171.0887,position2-horizontal,4478.469,0.78
10,false,1,23,0.18,1.00,1,horizontal,ratioPercentage,9,10.51736,164.1551,position1-horizontal,10522.41,0.18
10,false,2,0,0.58,1.00,1,vertical,ratioPercentage,59,3.809692,165.1077,position1-vertical,3819.219,0.58
10,false,2,1,0.28,1.00,2,vertical,ratioPercentage,29,6.264862,171.452,position2-vertical,6266.313,0.28
10,false,2,2,0.18,1.00,0,vertical,ratioPercentage,15,10.52359,89.65522,position0-vertical,11114.25,0.18
10,false,2,3,0.68,1.00,0,vertical,ratioPercentage,69,10.38831,91.96449,position0-vertical,10853.63,0.68
10,false,2,4,0.38,1.00,1,vertical,ratioPercentage,41,6.046478,165.4665,position1-vertical,6213.719,0.38
10,false,2,5,0.28,1.00,0,vertical,ratioPercentage,26,11.21906,92.51801,position0-vertical,11705.91,0.28
10,false,2,6,0.48,1.00,2,vertical,ratioPercentage,46,3.87326,171.3182,position2-vertical,3998.656,0.48
10,false,2,7,0.38,1.00,2,vertical,ratioPercentage,39,7.066101,171.3157,position2-vertical,7070.625,0.38
10,false,2,8,0.48,1.00,1,vertical,ratioPercentage,48,3.235382,165.1023,position1-vertical,3235.938,0.48
10,false,2,9,0.48,1.00,0,vertical,ratioPercentage,46,4.048279,93.05083,position0-vertical,4546.219,0.48
10,false,2,10,0.68,1.00,1,vertical,ratioPercentage,68,9.917084,165.4203,position1-vertical,10368.81,0.68
10,false,2,11,0.88,1.00,2,vertical,ratioPercentage,89,8.461792,171.6143,position2-vertical,8466.969,0.88
10,false,2,12,0.38,1.00,0,vertical,ratioPercentage,39,6.475586,93.44923,position0-vertical,6891.563,0.38
10,false,2,13,0.18,1.00,1,vertical,ratioPercentage,18,7.069916,165.5366,position1-vertical,7361,0.18
10,false,2,14,0.78,1.00,2,vertical,ratioPercentage,79,5.308929,171.7284,position2-vertical,5316.75,0.78
10,false,2,15,0.58,1.00,2,vertical,ratioPercentage,57,3.516846,171.726,position2-vertical,3519.063,0.58
10,false,2,16,0.88,1.00,0,vertical,ratioPercentage,91,14.88568,93.22472,position0-vertical,15246.59,0.88
10,false,2,17,0.18,1.00,2,vertical,ratioPercentage,18,7.781555,171.547,position2-vertical,7784.781,0.18
10,false,2,18,0.58,1.00,0,vertical,ratioPercentage,59,3.803772,93.30982,position0-vertical,4211.094,0.58
10,false,2,19,0.68,1.00,2,vertical,ratioPercentage,70,6.461792,171.5764,position2-vertical,6724.688,0.68
10,false,2,20,0.28,1.00,1,vertical,ratioPercentage,28,6.507141,165.296,position1-vertical,6512.031,0.28
10,false,2,21,0.78,1.00,1,vertical,ratioPercentage,73,4.173645,165.2458,position1-vertical,4177.594,0.78
10,false,2,22,0.78,1.00,0,vertical,ratioPercentage,73,3.605225,91.83602,position0-vertical,3987.156,0.78
10,false,2,23,0.88,1.00,1,vertical,ratioPercentage,89,8.809082,165.4848,position1-vertical,9159.375,0.88
11,false,1,0,0.78,1.00,0,vertical,ratioPercentage,75,10.70099,95.97562,position0-vertical,11785.13,0.78
11,false,1,1,0.48,1.00,1,vertical,ratioPercentage,45,7.799927,167.3378,position1-vertical,8454.5,0.48
11,false,1,2,0.88,1.00,1,vertical,ratioPercentage,85,9.717712,167.129,position1-vertical,9717.813,0.88
11,false,1,3,0.48,1.00,0,vertical,ratioPercentage,40,5.761963,95.8368,position0-vertical,6322,0.48
11,false,1,4,0.28,1.00,0,vertical,ratioPercentage,20,9.366943,96.452,position0-vertical,9371.625,0.28
11,false,1,5,0.18,1.00,0,vertical,ratioPercentage,15,12.78973,96.63002,position0-vertical,12800.63,0.18
11,false,1,6,0.48,1.00,2,vertical,ratioPercentage,48,5.43396,172.6905,position2-vertical,6299.75,0.48
11,false,1,7,0.78,1.00,1,vertical,ratioPercentage,75,8.880981,167.5564,position1-vertical,8891.5,0.78
11,false,1,8,0.58,1.00,0,vertical,ratioPercentage,55,7.546204,95.96648,position0-vertical,8220.75,0.58
11,false,1,9,0.28,1.00,2,vertical,ratioPercentage,30,9.10907,172.6707,position2-vertical,9740.625,0.28
11,false,1,10,0.88,1.00,0,vertical,ratioPercentage,85,10.00977,98.7505,position0-vertical,10756.25,0.88
11,false,1,11,0.38,1.00,0,vertical,ratioPercentage,35,8.755493,98.22007,position0-vertical,8756.813,0.38
11,false,1,12,0.18,1.00,1,vertical,ratioPercentage,25,9.319031,167.3158,position1-vertical,9874.688,0.18
11,false,1,13,0.88,1.00,2,vertical,ratioPercentage,86,10.57452,172.5521,position2-vertical,10577.75,0.88
11,false,1,14,0.28,1.00,1,vertical,ratioPercentage,35,7.212097,167.2645,position1-vertical,7215.313,0.28
11,false,1,15,0.68,1.00,0,vertical,ratioPercentage,65,10.12396,97.64055,position0-vertical,10723,0.68
11,false,1,16,0.78,1.00,2,vertical,ratioPercentage,75,7.187805,172.4444,position2-vertical,7797.188,0.78
11,false,1,17,0.58,1.00,1,vertical,ratioPercentage,60,6.142273,167.3952,position1-vertical,6143.313,0.58
11,false,1,18,0.58,1.00,2,vertical,ratioPercentage,56,5.973145,172.557,position2-vertical,5975.375,0.58
11,false,1,19,0.68,1.00,2,vertical,ratioPercentage,66,9.512146,172.5576,position2-vertical,9516.75,0.68
11,false,1,20,0.38,1.00,2,vertical,ratioPercentage,35,6.870789,172.5676,position2-vertical,6880.875,0.38
11,false,1,21,0.38,1.00,1,vertical,ratioPercentage,35,4.494141,167.3279,position1-vertical,4501.125,0.38
11,false,1,22,0.18,1.00,2,vertical,ratioPercentage,25,11.40997,172.5558,position2-vertical,11415.81,0.18
11,false,1,23,0.68,1.00,1,vertical,ratioPercentage,70,8.331604,167.373,position1-vertical,8332.75,0.68
11,false,2,0,0.88,1.00,0,horizontal,ratioPercentage,90,11.32477,86.91249,position0-horizontal,12208.56,0.88
11,false,2,1,0.38,1.00,1,horizontal,ratioPercentage,33,10.01434,166.9563,position1-horizontal,10689.56,0.38
11,false,2,2,0.78,1.00,1,horizontal,ratioPercentage,75,5.476501,166.8512,position1-horizontal,5484.375,0.78
11,false,2,3,0.18,1.00,1,horizontal,ratioPercentage,15,11.76007,166.8801,position1-horizontal,11761.31,0.18
11,false,2,4,0.38,1.00,2,horizontal,ratioPercentage,18,7.343506,172.4626,position2-horizontal,7350.125,0.38
11,false,2,5,0.58,1.00,2,horizontal,ratioPercentage,40,9.311279,172.4816,position2-horizontal,9312.25,0.58
11,false,2,6,0.48,1.00,2,horizontal,ratioPercentage,39,4.048096,172.4888,position2-horizontal,4059,0.48
11,false,2,7,0.68,1.00,2,horizontal,ratioPercentage,46,8.458313,172.4332,position2-horizontal,8465.75,0.68
11,false,2,8,0.78,1.00,0,horizontal,ratioPercentage,85,8.552124,89.44693,position0-horizontal,9393.813,0.78
11,false,2,9,0.58,1.00,0,horizontal,ratioPercentage,70,9.055298,89.12424,position0-horizontal,9058.813,0.58
11,false,2,10,0.18,1.00,0,horizontal,ratioPercentage,15,7.394592,90.04941,position0-horizontal,7394.813,0.18
11,false,2,11,0.28,1.00,0,horizontal,ratioPercentage,30,15.78851,89.23484,position0-horizontal,15793.88,0.28
11,false,2,12,0.18,1.00,2,horizontal,ratioPercentage,13,10.14539,172.5837,position2-horizontal,10812.44,0.18
11,false,2,13,0.48,1.00,1,horizontal,ratioPercentage,41,8.657593,166.6276,position1-horizontal,8667.75,0.48
11,false,2,14,0.28,1.00,1,horizontal,ratioPercentage,20,9.205688,167.1633,position1-horizontal,9214.813,0.28
11,false,2,15,0.48,1.00,0,horizontal,ratioPercentage,50,7.045776,86.96455,position0-horizontal,7628.938,0.48
11,false,2,16,0.78,1.00,2,horizontal,ratioPercentage,90,12.32422,172.3078,position2-horizontal,12789.5,0.78
11,false,2,17,0.38,1.00,0,horizontal,ratioPercentage,40,10.70569,86.54716,position0-horizontal,11270.38,0.38
11,false,2,18,0.28,1.00,2,horizontal,ratioPercentage,25,5.694702,172.148,position2-horizontal,6344.625,0.28
11,false,2,19,0.88,1.00,1,horizontal,ratioPercentage,89,8.05957,166.3508,position1-horizontal,8064.875,0.88
11,false,2,20,0.68,1.00,0,horizontal,ratioPercentage,75,6.753296,86.22328,position0-horizontal,7316,0.68
11,false,2,21,0.88,1.00,2,horizontal,ratioPercentage,95,9.182617,172.1342,position2-horizontal,9807,0.88
11,false,2,22,0.68,1.00,1,horizontal,ratioPercentage,75,7.309937,166.4363,position1-horizontal,7316.25,0.68
11,false,2,23,0.58,1.00,1,horizontal,ratioPercentage,69,6.712158,166.384,position1-horizontal,6713.375,0.58
12,false,1,0,0.28,1.00,0,horizontal,ratioPercentage,20,19.47549,82.44596,position0-horizontal,19480.53,0.28
12,false,1,1,0.48,1.00,0,horizontal,ratioPercentage,49,13.59167,84.87141,position0-horizontal,13593.94,0.48
12,false,1,2,0.38,1.00,0,horizontal,ratioPercentage,36,23.58179,82.22198,position0-horizontal,23590.13,0.38
12,false,1,3,0.78,1.00,2,horizontal,ratioPercentage,70,24.61298,169.6022,position2-horizontal,26964.5,0.78
